word,embedding
sled,"[-6.7812e-02  1.5804e-01  3.1374e-01  3.5438e-01 -7.9976e-02  3.0377e-01
 -1.8936e-01 -9.2300e-02 -5.7400e-01  1.4182e-01  1.8833e-01  3.0715e-01
 -4.1346e-01 -2.2700e-01 -2.0748e-01  8.7084e-01  3.2217e-01  5.3329e-01
 -1.8678e-01  2.4092e-01  5.3524e-01 -2.4408e-02  1.1877e-02 -6.9868e-02
  7.9863e-02 -2.2173e-01  2.2283e-01  4.3833e-01 -1.9790e-01 -1.4763e-01
  3.7177e-01 -2.5339e-01  4.1205e-01 -1.8269e-01 -2.4012e-01  7.5550e-01
 -4.0688e-01 -3.1660e-02  5.6114e-01  5.8078e-01 -1.4912e+00  3.5391e-01
  5.8917e-01 -8.9091e-01 -5.4344e-01  8.6295e-01  7.8719e-01  1.0080e-01
 -2.1912e-01  2.5303e-01 -1.0212e-02 -3.9471e-01  1.6002e-01 -3.6258e-01
  1.1613e-01  3.2848e-01 -2.7756e-01 -2.4816e-01  4.3916e-02  4.0316e-01
  6.4020e-02  1.0739e+00  4.0742e-01 -7.3081e-01  5.4348e-01  2.4837e-02
 -1.1110e+00  2.2428e-01  1.4203e-01 -3.1486e-01  1.8630e-02  4.1767e-01
 -2.6875e-01 -5.3372e-01 -1.1024e-01 -1.2905e-02 -1.9539e-01  3.0655e-01
  4.1895e-01 -2.6215e-01 -1.4032e-01  8.9131e-01  6.6830e-01  1.4450e-01
 -8.6212e-01 -5.2584e-01  1.1505e-01  9.3893e-01  1.7738e-01 -2.3222e-02
  6.0992e-02 -2.0719e-01  5.9864e-01 -8.3756e-01  4.1912e-01 -1.3874e-01
 -6.9111e-01  8.5325e-01 -4.9448e-01  3.6666e-01  3.3448e-01  5.2162e-01
 -2.4500e-03 -4.9575e-01  1.5597e-01 -4.9300e-01  2.6553e-01  1.6092e-01
 -2.4235e-01  2.7382e-01 -2.6212e-01  5.1684e-01 -5.3134e-01  1.0458e-01
 -3.6356e-01 -1.4215e-01 -7.8646e-02  2.1351e-01  2.3104e-01  3.0333e-01
 -6.7656e-02 -5.6666e-02  2.2199e-02 -2.5552e-01  2.0694e-01  2.6568e-01
 -1.1576e-01 -2.7219e-03  5.1929e-01 -3.4640e-01  2.2020e-01  1.7023e-01
 -2.3294e-01  5.1369e-01  2.3071e-01  3.9536e-01  3.2671e-01  4.1554e-02
  2.4832e-01  1.4573e-01  5.0436e-01 -3.2332e-01 -1.3373e-01 -4.3788e-01
  4.5364e-01  3.6946e-02  1.7994e-01 -6.2413e-02 -3.7932e-01 -6.6189e-02
  1.0969e-02  6.8049e-01 -2.7250e-02 -2.6334e-01  4.2411e-01  1.2780e-01
  4.6379e-01  8.1511e-02 -2.3390e-01  5.3634e-01  6.3942e-03 -8.2678e-01
  1.5534e-02 -5.1067e-01  3.8223e-01  1.5921e-02  5.3867e-01  1.0353e-01
  3.1532e-01 -6.3619e-01 -8.5310e-02  3.5563e-01  1.2382e-01  1.2113e-03
 -2.2666e-01 -4.1005e-01  2.4562e-01 -4.5849e-01 -2.5199e-01  2.2826e-01
  2.0804e-01 -4.8339e-02  2.5570e-01  1.5552e-01 -2.3081e-01 -4.6017e-01
  4.3607e-01  1.2630e-01 -1.4897e-01 -5.4192e-01 -4.1020e-01 -4.8341e-01
  7.6467e-02 -2.4218e-01 -4.0098e-01  1.8994e-02 -4.6230e-01  4.6078e-01
  5.4405e-01  2.1664e-02  4.4479e-01 -3.6320e-01  8.9074e-01 -1.9863e-01
 -2.9510e-02  3.3261e-03 -3.9008e-01 -4.3495e-02  8.5804e-02  6.8857e-01
 -4.1046e-01  1.7671e-02 -1.9987e-01  4.0878e-02 -5.7330e-01 -8.6937e-02
 -5.4840e-01  3.2243e-01  4.0155e-02 -1.9228e-01  2.0493e-01  1.1068e-01
 -2.9372e-03 -8.3298e-01  2.0301e-01  8.4164e-02 -1.8199e-01 -5.2575e-02
 -4.8174e-01 -3.9476e-01 -3.2379e-02 -2.4957e-01 -1.1045e-01 -3.1028e-01
 -2.4110e-01  5.0989e-01 -4.1066e-01 -1.8012e-01  1.7261e-01  1.8831e-01
  1.7419e-01  2.8088e-01  9.0540e-02 -5.4810e-01  1.5001e-01 -1.0518e+00
 -4.2142e-01  7.1729e-01  1.0452e-01  7.9039e-01 -4.0076e-02  5.0290e-01
 -6.0243e-02 -4.0915e-01  7.0980e-01 -1.2762e-01  4.3004e-02 -4.0871e-01
 -5.4218e-01  4.9016e-01 -2.1454e-02 -1.8232e-01 -2.7552e-01  5.2094e-01
  4.2000e-01  2.1412e-01  3.0321e-01 -3.9138e-01  8.0405e-04  1.7393e-01
 -3.2144e-01 -4.3836e-03  2.8276e-01  1.7454e-01  3.3517e-01 -6.9626e-01
 -5.3645e-01 -2.6273e-01 -9.4738e-01  6.6297e-01  1.2646e-01 -3.9079e-01
 -4.5893e-02  2.0405e-01 -3.2742e-01  7.5632e-03  1.7158e-01 -1.9993e-01
  1.7699e-01 -3.4112e-01 -4.4889e-01 -2.3152e-01 -3.1183e-01 -4.1011e-03
 -7.3175e-01 -6.2650e-01  3.6794e-01  4.3713e-01  8.1184e-01 -2.6589e-01]"
snowsuit,"[-1.2884e-01 -5.3600e-01 -7.1416e-02  1.9415e-01 -6.5181e-01  4.8751e-01
 -3.7918e-01 -2.9936e-01 -4.7050e-01  7.5063e-01  2.5373e-01  1.8207e-01
 -1.6889e-01 -2.2046e-01 -2.8484e-01  8.6675e-02 -1.8325e-01  2.6664e-01
 -2.5177e-03  4.3026e-01 -2.5220e-01 -1.2982e-01 -6.0660e-01 -4.5528e-01
  4.7212e-01 -7.0976e-01 -2.4084e-01  2.9915e-01  5.4325e-02 -3.4545e-01
 -1.1597e-01 -5.5204e-01 -1.3159e-01 -3.6525e-01  7.2810e-01  4.0659e-01
  2.6070e-01 -3.1858e-01  3.4408e-01  9.6277e-02 -2.4262e-01  2.4208e-01
  2.4848e-01 -4.9419e-01 -1.5210e-01  3.5540e-02 -1.7841e-01 -5.8014e-01
  2.6347e-01 -1.1637e-02 -3.9836e-01 -4.5057e-02  1.1496e-01 -3.1014e-01
  5.7019e-02 -2.4479e-01  4.0844e-01 -5.1906e-01 -2.4099e-01 -1.3339e-01
  5.8155e-01 -6.7944e-01 -8.4664e-01  4.8977e-01  3.3277e-01  2.1182e-01
 -1.8322e-01 -4.7241e-01 -3.0024e-01 -5.6786e-02 -2.5005e-01 -3.2871e-02
 -2.8286e-01 -2.7721e-01  6.6183e-01 -4.6030e-01 -3.2881e-01  5.1698e-02
 -1.6091e-01 -1.3582e-01  1.8204e-02  2.9648e-01  2.1810e-02 -3.6786e-01
  8.6394e-02  3.0765e-01 -5.4566e-02 -4.0094e-01 -3.2787e-01 -3.5643e-01
  5.1164e-01 -1.7903e-01  2.4281e-01  7.2624e-01 -2.3141e-01 -7.6921e-01
  5.0418e-01  3.9049e-01 -5.4148e-01  6.7333e-01  3.1730e-01 -1.8199e-02
  2.8052e-02 -1.2275e-01  7.1519e-02 -2.6479e-01  1.8831e-01  8.1685e-03
 -4.7346e-01 -4.8375e-01 -1.1959e-01  2.8560e-01 -4.1238e-01  2.4490e-01
  3.4271e-01 -1.2096e-01  5.1798e-02  2.1563e-01 -6.6568e-02  1.9217e-01
  6.1226e-01 -9.7593e-02 -9.3759e-02 -1.3909e-01  9.7849e-02  1.2110e-01
 -1.3791e-01  6.4138e-01  1.4178e-01 -4.3378e-01  2.7814e-01 -3.9556e-01
 -9.5187e-01 -2.7348e-01 -2.5307e-01 -2.6585e-01  8.2562e-03 -2.6414e-01
  7.8579e-02 -4.7597e-01  4.3776e-02 -4.2477e-01 -1.4279e-01 -3.5736e-01
  2.4749e-01 -4.7945e-01 -4.8317e-01 -1.9122e-02  7.6103e-01  3.3086e-02
 -5.5690e-01 -2.7298e-01  8.7005e-02  8.7467e-02 -4.6740e-01 -3.7712e-01
  7.8275e-02  2.2263e-02 -2.9971e-02 -9.7155e-02 -3.1498e-01 -1.1036e-01
 -5.0260e-01 -6.3944e-02  2.5274e-01 -1.2125e-01 -9.0610e-02  2.5163e-01
  2.8460e-01 -1.8493e-01 -3.0104e-02  9.6809e-02  4.2027e-01 -3.8574e-02
  1.9202e-01 -1.0908e+00 -7.1948e-02 -7.2608e-01  5.2126e-02 -3.9229e-01
 -3.1967e-01 -4.6235e-01  7.3221e-01 -3.9649e-01  5.7608e-01 -2.7946e-01
  8.0198e-01  3.1611e-02  2.4829e-01 -5.4138e-01 -1.4856e-01 -2.7422e-01
  2.6484e-02 -3.4259e-01 -9.0698e-03 -1.2987e-01  9.0494e-02  4.7046e-01
 -9.1048e-02 -3.1537e-01 -5.8163e-01  3.4750e-02 -2.5269e-01  1.5346e-01
 -2.4255e-01 -9.9264e-03 -2.4125e-02  2.4774e-02 -4.7447e-01  1.9111e-01
  3.4485e-01  4.5547e-02 -5.7600e-01  1.3583e-01  4.0826e-01 -3.3856e-01
  5.3870e-01 -2.1232e-01  1.4737e-01 -1.8678e-01  1.7962e-01  2.2577e-01
  1.0336e-01  1.7990e-01  2.5525e-01 -5.6350e-02  3.5334e-01  2.1637e-01
  3.8467e-02  2.1500e-01 -1.1191e-01 -1.3146e-01  1.2312e-02  2.7512e-01
  6.9355e-02 -2.8553e-02 -4.7986e-01 -3.1204e-02 -6.0199e-01 -4.1058e-01
  3.9115e-01 -2.7840e-02 -4.8681e-01 -1.0639e-01  7.0066e-01 -2.8390e-01
 -5.6395e-01 -1.4357e-01  1.1657e-02 -3.7460e-01 -4.5114e-01  1.3607e-01
  3.3185e-01  2.0688e-01 -9.2709e-02  1.6689e-01 -8.6763e-03  3.7052e-01
  1.4559e-01  3.3508e-01 -4.2942e-02  5.7274e-01  6.8946e-02  3.1049e-01
 -5.5098e-01  2.1643e-01 -4.3807e-01 -3.0359e-01 -3.1519e-01 -1.7835e-01
 -2.3499e-02 -1.4592e-02 -2.0243e-01 -4.2581e-01 -3.2468e-01 -1.5841e-01
  5.0584e-01 -3.2567e-01 -2.4711e-01 -1.6158e-01  2.4911e-01 -2.0252e-01
 -8.7862e-02  8.0570e-01 -2.7485e-01 -2.7970e-01  5.0700e-04  2.5575e-01
 -5.6312e-01 -1.2958e-01  4.7071e-02  4.5532e-02 -5.2252e-01 -1.0472e-01
  2.9312e-01 -2.4764e-01  2.9568e-01  4.8039e-01  6.5167e-01  2.0309e-01]"
pig,"[ 2.1362e-01  1.7647e-01 -3.2418e-01 -6.4928e-01  1.5753e-01  2.1818e-01
 -1.4825e-01 -2.7695e-02  9.2059e-02 -1.9711e-01  2.9921e-02 -4.2784e-01
 -5.7368e-01  7.3983e-01  5.9640e-02  5.8570e-01  1.9682e-01  1.3280e-01
  2.8706e-01  1.8783e-01  1.6038e-02  2.3815e-01  3.8606e-02  1.6966e-02
 -5.5304e-01 -1.9813e-01 -4.1598e-02 -2.4803e-01  9.0989e-01  1.7459e-01
 -9.5552e-01  2.1949e-01 -3.4717e-01  5.5457e-01 -1.2072e-01  1.5909e-01
 -2.8689e-02  7.3545e-02 -1.3876e-01 -4.0543e-02 -2.4913e-01  2.0299e-01
 -3.7224e-01 -6.0842e-01 -2.9340e-01 -4.7977e-01 -7.5069e-02 -5.2263e-01
  8.0633e-02  2.5428e-01 -1.1220e-02  8.9575e-01  3.0142e-01  2.9663e-02
 -3.7374e-01 -2.6138e-01  1.5761e-01  1.1299e-01 -1.5539e-01 -4.6506e-01
 -3.0150e-01 -1.6529e-01  1.9496e-01 -3.8420e-01 -1.8834e-01  2.5005e-01
  4.8686e-01 -2.3350e-01 -2.2100e-01  8.7175e-01  6.3965e-02  1.0459e+00
  9.5207e-02 -2.6051e-02 -4.3592e-01 -2.5375e-01  3.8847e-01  3.0065e-01
  3.7849e-01 -3.0381e-01 -2.7870e-01  2.0006e-03  5.9261e-02  1.7358e-01
 -1.9762e-04 -1.9156e-01  6.2112e-02  1.9307e-01 -8.1750e-02 -3.6798e-01
  7.1795e-02 -2.5533e-01 -6.0395e-02  1.4783e-01  2.8485e-03  2.4626e-01
 -2.4545e-01  1.8572e-01 -4.8030e-01  5.6703e-01  1.2571e-01  8.2688e-02
  3.0917e-01 -6.7681e-01 -2.0369e-01  2.0659e-01  2.5397e-01  4.4659e-02
  2.8295e-02  8.1860e-01 -3.8347e-01  4.1868e-01 -9.2426e-01  4.2326e-01
  5.5733e-01 -1.6340e-01 -3.4058e-01  3.7253e-01  2.5956e-01 -2.4825e-02
 -5.2576e-01  1.0813e-01 -6.0993e-02  2.6504e-01 -6.4746e-03  4.8014e-01
 -4.9508e-01  2.4294e-01  4.3664e-03 -5.7438e-01  2.9961e-01  3.8449e-01
  2.4845e-02  3.7350e-01  2.2398e-01  1.4290e-01 -5.4463e-02 -1.8499e-01
 -8.4583e-02  3.7263e-01  4.0135e-01  2.3610e-01 -3.6843e-01 -7.7074e-01
 -1.2666e-01 -5.3738e-01  2.8833e-02 -4.4793e-01 -4.7797e-01  8.3813e-03
 -8.2281e-01  7.0078e-01  1.6424e-03 -1.6155e-01  4.8357e-01  1.9621e-01
 -6.3381e-01 -8.4105e-05 -2.5259e-01  1.0678e-01  7.2211e-01  5.9176e-01
 -4.5367e-02  7.1513e-02 -7.0733e-02  2.5374e-02  7.4105e-02 -3.2599e-01
  4.7410e-01 -4.1530e-01  2.2433e-01  4.1931e-01  6.9968e-02 -3.6429e-01
 -7.1643e-03 -4.2306e-01 -1.3356e-01 -4.1670e-02  5.2770e-02 -8.8719e-02
 -2.9119e-01  1.4333e-01  2.7445e-03 -3.1261e-01  2.9648e-02 -6.2798e-01
  4.0237e-01 -3.0857e-02  7.2038e-01 -6.6514e-01 -1.3912e-01  3.9371e-01
 -3.4641e-01  1.8689e-01 -8.0988e-02  3.3991e-01 -7.0397e-02 -7.9391e-01
 -8.5906e-01 -2.1019e-01  6.1754e-01  5.7582e-01 -9.4008e-02  1.6722e-01
  3.9618e-01  3.0224e-01  3.0583e-01 -7.9267e-02  3.0925e-01  2.5968e-01
 -3.5246e-02 -3.5458e-01  1.1382e-01 -2.0367e-01  7.8360e-02  3.3356e-01
  2.8102e-01 -4.3184e-01  2.8133e-01  9.9573e-02 -6.5950e-01 -2.1226e-01
 -1.2764e-01 -5.6215e-01  3.5664e-01 -4.9676e-01  3.3149e-02  4.4666e-02
 -1.2316e-01  3.2860e-01  3.5026e-01 -1.3189e-01 -3.0170e-01 -7.6735e-03
  9.7273e-02  2.0106e-01  5.1429e-01 -6.6697e-01  1.7097e-01  3.1444e-02
  5.7893e-03 -3.8445e-01 -3.9377e-01 -3.5347e-03 -3.9060e-01 -3.3114e-01
 -2.1596e-01  3.5287e-01  6.5743e-02 -6.5939e-02 -2.0345e-01  8.3084e-02
 -2.4425e-01  2.9705e-01  1.4040e+00  6.9196e-01  1.7890e-01  1.4579e-01
 -4.4722e-01 -3.7488e-01  2.6594e-01 -8.5200e-02 -7.8048e-02 -1.3341e-01
 -1.4921e-01  6.4433e-01 -6.5589e-02 -3.3792e-01 -6.0031e-01  3.2164e-01
 -8.0659e-02  3.2306e-01  2.8943e-01 -1.8311e-01 -3.5779e-01 -2.8925e-02
 -1.2213e+00  8.6830e-02 -7.5066e-01 -4.6632e-01 -1.1641e+00 -2.5652e-01
 -5.5742e-01  3.2373e-01 -3.4273e-01  7.7699e-01  3.1636e-01 -3.5441e-01
  8.5140e-02 -2.3710e-01 -4.6499e-01 -6.9627e-02  1.4382e-01 -3.5965e-02
 -2.1379e-01 -5.5322e-01  1.6020e-01  2.3198e-02  2.1405e-01  2.6071e-01]"
pillow,"[-0.50575    0.029435  -0.47944   -0.10685    0.17089   -0.16557
  0.37586    0.023231   0.16366    0.0985    -0.089786   0.1981
 -0.48287    0.047672   0.078031   0.35578   -0.021179   0.17574
  0.14458   -0.13924    0.58898    0.1301    -0.22652    0.010859
 -0.17955   -0.59983   -0.43845   -0.54688    0.2925     0.35591
 -0.072069   0.12187   -0.10134   -0.43633   -0.19056    0.10181
 -0.25462    0.48053    0.13982    0.20412   -0.01483    0.22555
  0.48106    0.29461    0.35421    0.29391    0.8281    -0.032754
 -0.11015    0.23117    0.31938   -0.45115   -0.32127   -0.25436
 -0.15798   -0.62858   -0.16617   -0.042655   0.58547    0.18759
  0.3424    -0.13973    0.26793    0.81473   -0.047847  -0.37761
  0.11949   -0.56781   -0.25148    0.37931   -0.19399   -0.0031449
 -0.1489    -0.61884    0.91372   -0.065673   0.4305    -0.36026
 -0.023674  -0.55709    0.10485    0.18756    0.27259   -0.045576
 -0.53028    0.36712   -0.3816    -0.19922   -0.5132     0.23286
 -0.14717    0.12211   -0.35656    0.52726   -0.14603    0.1143
  0.24042    0.64352   -0.12044   -0.077312   0.24305    0.28111
 -0.11953   -0.18889   -0.091745  -0.79573   -0.045621   0.094297
 -0.063748  -0.19182   -0.39122    0.0025449 -0.98622   -0.32775
 -0.29888    0.27866   -0.55214    0.98716   -0.027531  -0.66919
  0.17605    0.025223  -0.22057    0.30254   -0.21869   -0.30629
 -0.035107  -0.29794   -0.42317   -0.27263    0.7022     0.013953
  0.53126   -0.65518    0.50012   -0.37839   -0.21605    0.3099
  0.00458    0.36204    0.12441   -0.23719    0.33071   -0.21817
 -0.15994    0.13371   -0.35456   -0.18945   -0.30354    0.26277
  0.15031    0.64381    0.5961     0.32884   -0.44236    0.16378
 -0.1162    -0.46969   -0.11738   -0.052996   0.1095    -0.20953
 -0.25707    0.75962    0.65753   -0.092537   0.65473    0.55119
 -0.058082   0.11275   -0.35621    0.093172   0.036293  -0.29944
  0.0076636 -0.56971    0.3453     0.82119   -0.604     -1.2338
  0.14505   -0.337      0.090978   0.2592    -0.32595   -0.089982
  0.64079    0.37629    0.18946   -0.14653    0.77021    0.48599
 -0.44594   -0.42677   -0.40471    0.26623    0.030057   0.37549
  0.11882    0.024371   0.20637    0.045013   0.044309   0.13919
  0.73535   -0.42242    0.23223    0.12463   -0.91225    0.07527
 -0.64144   -0.49815    0.36533    0.32653    0.40777   -0.018602
 -0.28079   -0.83708   -0.24386   -0.46758   -0.30258    0.082929
  0.071616   0.47284   -0.35139   -0.0773     0.57202   -0.38487
 -0.12924   -0.47317    0.20512   -0.55225   -0.22126   -0.21512
  0.31772   -0.12157   -0.85663   -0.45239    0.019927   0.0025136
 -0.38471   -0.54754   -0.50255   -0.037868  -0.57172   -0.038682
 -0.35804    0.48212   -0.0020316 -0.55922   -0.099169   0.38104
  0.35177    0.26469    0.35292    0.66361    0.075288  -0.091876
 -0.24928    0.18254    0.14352   -0.2615     0.55907   -0.087811
 -0.39213   -0.22886    0.016487   0.18842   -0.19879    0.74887
  0.31219   -0.6206     0.32252   -0.087924   0.40037   -0.21699
 -0.022037  -0.22111   -1.3283     0.92607   -0.3278     0.066528
 -0.20953   -0.05638    0.021734   0.13188   -0.090624   0.36032
 -0.71505   -0.42208   -0.20078   -0.23611   -0.078662  -0.14915
 -0.4728    -0.57903    0.6995     0.69712   -0.061598   0.37652  ]"
pitchfork,"[-7.8901e-02  8.2821e-02  2.2939e-01  6.4069e-02 -9.5715e-02 -4.1616e-02
 -2.1020e-01  6.5758e-02  8.1304e-02  1.0742e+00  7.3738e-02  4.0599e-01
  5.7767e-01  2.7168e-01  3.4577e-01  7.7361e-01 -7.8590e-01  2.0278e-01
 -3.6240e-01 -1.5688e-01  5.4126e-01  4.4897e-01 -2.0041e-01  1.8806e-01
  1.3419e-01 -6.4122e-01 -4.4964e-01  7.4496e-01  3.4964e-01  3.3947e-03
 -6.4481e-01 -9.9726e-02  1.1440e-01 -2.6630e-01 -1.3072e-01  1.6231e-01
 -4.3140e-03  5.9189e-01 -2.7106e-01 -6.1761e-01  5.8584e-01  5.1552e-01
  1.5114e-01  2.4621e-01  3.4387e-01  8.3698e-01 -1.5019e-01  1.4669e-01
  2.2940e-01 -1.0599e-01 -3.5606e-01 -6.6309e-02 -6.1439e-01 -6.0686e-02
  5.0349e-01  7.8336e-02 -2.0460e-01  1.2269e-01 -6.2952e-02 -5.3733e-01
  7.7789e-02 -3.2091e-01 -2.5650e-01  8.5851e-02 -5.4000e-02 -8.5225e-02
  6.1252e-01  8.0037e-01  1.3585e-01  2.4523e-01  1.2580e+00 -4.5928e-01
 -3.6201e-01 -7.0344e-01 -1.9939e-01 -9.3442e-02  1.3667e-01 -1.6878e-01
  3.4141e-01  3.3198e-01  1.8049e-01 -6.0111e-01 -1.6749e-01 -1.2971e+00
  7.2582e-01  2.7148e-01  3.3864e-01  8.8483e-02  2.7543e-01 -4.3052e-01
  1.1631e-01  1.0480e-01  4.6515e-01  1.7284e-01 -7.7380e-02 -4.5522e-01
 -5.9340e-01  6.5158e-01  2.5303e-01  5.6518e-02 -1.2542e-02  2.3120e-02
  3.2687e-01 -1.1602e-01 -4.7766e-01  4.5479e-03 -1.7798e-01  4.2277e-01
 -2.2933e-02 -8.6681e-01  1.4604e-01  6.6651e-01 -1.1782e-01  2.6682e-01
 -6.2038e-01  3.1081e-02 -2.8088e-01 -4.8962e-01  4.9282e-01 -5.9157e-01
  3.3970e-02 -7.2120e-01 -8.1547e-02 -2.2827e-01  6.2050e-01 -9.5515e-02
 -1.7596e-01 -2.2563e-01 -1.6883e+00 -4.7626e-01  7.2890e-01 -5.1779e-01
  2.0830e-01 -5.7433e-01  1.0534e-01 -1.3157e-01 -3.8909e-01 -1.2011e-01
  8.1606e-01  1.9415e-01 -4.7815e-01  3.1924e-01 -3.1358e-01 -1.2297e+00
  1.1008e-01 -4.9945e-01  2.6955e-01 -2.4021e-01 -2.9621e-01  5.8967e-01
 -1.9701e-01 -8.1780e-01 -6.4577e-01 -3.4129e-01 -3.9951e-01  1.7762e-03
  4.6621e-01  1.9039e-01  1.7458e-01 -1.8681e-01  5.0730e-01 -3.7382e-01
 -3.6991e-01 -5.0535e-02 -3.8513e-01 -7.6739e-02  5.7450e-01  5.4970e-02
 -1.6476e-01 -1.5794e-01  6.3833e-01  1.7459e-01  1.4615e-01 -6.3369e-01
  1.6453e-01 -1.9014e-01  2.8592e-01  2.9114e-01 -4.8334e-01  4.4737e-02
 -3.3575e-01 -2.0528e-01  9.7755e-01 -8.1334e-02 -2.4959e-01  6.6315e-02
  2.8405e-01 -2.4255e-01  6.8879e-01  1.4900e-01 -3.6800e-01  1.6735e-01
 -9.0245e-02 -1.9187e-02 -5.2068e-01 -9.2260e-02 -4.0783e-01  8.5268e-02
  2.1751e-01  9.4440e-02 -8.9390e-02 -7.8186e-01  7.3522e-01  2.2271e-01
 -4.1365e-02  2.1579e-01 -5.7220e-01  8.6398e-01  3.5740e-01 -3.0540e-01
  5.9911e-01  3.7220e-01  9.7398e-02  4.3093e-04  6.9353e-01 -5.0162e-01
 -5.6064e-01  3.4811e-01 -1.6891e-02  7.8489e-01 -5.7842e-01  2.7294e-01
  4.3297e-02 -1.2130e-01  1.0202e-01 -2.1892e-01  4.3484e-01 -5.0594e-01
  4.2856e-01  1.2978e-01 -4.6040e-01 -2.2832e-02 -6.3664e-01 -2.6127e-01
  3.6868e-01  5.9709e-01 -3.7627e-01  2.4974e-01  6.4782e-01 -4.0989e-01
  9.9987e-02  1.0197e-01 -4.1909e-01 -4.0224e-01 -8.3785e-02 -2.0931e-01
  4.1507e-01  6.2223e-02  3.3277e-02  5.2956e-01 -3.2080e-01 -9.8283e-01
  3.5222e-02  6.8249e-02  6.2567e-01  3.5558e-01  1.2230e-01  1.6904e-01
 -6.4134e-01 -4.8538e-01  4.0448e-01  2.7048e-01 -4.3308e-01 -4.2616e-01
 -5.3793e-01 -4.8352e-01  7.6611e-01 -7.2104e-02 -7.6154e-01  4.1143e-01
 -3.7714e-01 -3.0209e-01  1.6717e-01 -7.5349e-01  5.1703e-01 -1.7787e-01
  2.0412e-01 -6.9228e-01 -5.2579e-01 -2.6336e-01 -4.6446e-01 -2.2717e-01
 -5.8527e-01  4.2862e-01  1.1149e-01 -1.0003e-01 -5.2962e-02 -7.5503e-01
 -3.6060e-01  1.8877e-01 -1.9776e-02  7.4748e-02 -5.8862e-01  2.3012e-01
 -9.8526e-02  9.1130e-02  1.4924e-01  8.4540e-01  2.9641e-01  1.7166e-01]"
pizza,"[ 0.25734    0.4834     0.39895   -0.021904  -0.23251    0.1912
 -0.060446  -0.25761   -0.45211    0.041514  -0.2691    -0.70659
 -0.19061    0.61703   -0.31782    0.027941  -0.16662   -0.10881
 -0.34464    0.42024    0.36226    0.72459   -0.037924  -0.13019
  0.41046   -0.053523   0.24423    0.018026   0.43282   -1.2634
 -0.54086    0.47269    0.35893   -0.26779   -0.57371    0.35586
 -0.3969    -0.35332   -0.48882    0.24765    0.15628    0.03886
  0.0079223  0.54105   -0.13862    0.32459    1.0425     0.12856
  0.036834  -0.22976   -0.087973  -0.69039    0.35075    0.56834
 -0.19602   -0.2434    -0.075702   0.37302    0.14015   -0.24343
  0.79112   -0.25912   -0.017421  -0.46356   -0.12607   -0.37098
 -0.23651    0.50475   -0.30574    0.28055    0.52918    0.15871
 -0.098648  -0.40663    0.13522   -0.23016   -0.15465   -0.10037
 -0.06647   -0.35895   -0.12413    0.44327    0.082424  -0.44134
 -0.14447   -0.48395    0.29215    0.24427   -0.32845    0.054433
  0.2512     0.13315   -0.16265   -0.12271   -0.0041962  0.048386
 -0.28681    0.20425   -0.40364    0.097275   0.33175   -0.087691
  0.010024  -0.51279   -0.083069  -0.39199    0.15068    0.75919
 -0.2137     0.15024    0.36299    0.031102   0.28151   -0.5998
  0.44464   -0.63282   -0.61203    0.24946   -0.3671    -0.056996
 -0.17517    0.16251    0.80415   -0.10598   -0.30048    0.18238
  0.048485   0.13027   -0.33109   -0.13229    0.047343   0.43838
 -0.18593   -0.018344   0.19721   -0.23306    0.030151   0.19396
 -0.145      0.381      0.15014    0.052432  -0.27918   -0.39125
 -0.29462    0.15047   -0.081706   0.4011    -0.0575    -0.50655
 -0.47707    1.0189     0.31265   -0.041707  -0.47167   -0.29949
 -0.11954    0.27206   -0.32978   -0.51524    0.5026     0.44518
 -0.41282    0.33215   -0.032643   0.23382    0.068028  -0.079137
  0.47821   -0.17514    0.077763   0.21428   -0.46747    0.31344
 -0.56925    0.59784    0.066899   0.20827    0.54411   -0.72478
 -0.0035688  0.22487    0.35049   -0.040805   0.11252   -0.16417
  0.28461    0.43424    0.34098   -0.27205    0.64251    0.77129
 -0.24036   -0.12203   -0.18944    0.12603   -0.85211   -0.22276
 -0.43415    0.2337     0.41605   -0.66573    1.1912     0.2776
 -0.80715   -0.23507    0.74769   -0.0066615  0.22775   -0.0070054
 -0.39856    0.22202    0.43487   -0.55411   -0.6639     0.13468
  0.20789   -0.17928   -0.20626    0.73467    0.54894    0.40077
  0.063216  -0.026543  -0.72435   -0.61129   -0.079665  -0.63886
 -0.27314   -0.2861     0.26289    0.48562   -0.13764   -0.078798
  0.36975   -0.055627   1.1485     0.039506  -0.89829    0.23682
 -0.36148   -0.11356   -0.072841  -0.79757   -0.49976   -0.21447
 -0.049037   0.39696   -0.17424   -0.41205    1.1871     0.5167
 -0.059791   0.71421    0.1655     0.33953   -0.10358    0.29297
 -0.26831    0.1768     0.3269    -0.42351   -0.11839    0.16728
  0.06569   -0.43177    0.28575    0.39147    0.49807   -0.13639
 -0.6024    -0.50789    0.052283   0.3962     0.86925   -0.096854
 -1.1966     0.042479  -1.2523    -0.12236   -0.12434    0.31724
 -0.28243    0.18327   -0.080857   0.14132    0.55221   -0.27664
  0.31122    0.075609   0.22901   -0.0070232 -0.19509    0.26924
 -0.48834   -0.34159    0.34529    0.032231  -0.38957    0.05093  ]"
